Company,Phone,Fax,Web,Sector(s),Product,Nationality,Address,Additional1,Additional2
Stepstone (Swiss Capital Invest Holding (Dublin) Limited),+353 1 775 9562,,www.swisscap.com,,Formed from ex UBS and McKiney workers.  Specialist in corp finance and assetmanagement including hedge funds. Have a subsidiary in Dublin-  Swiss Capital Invest Holding Ltd. (SCIH),Switzerland,Hamilton House 28 Fitzwilliam Place  Dublin Dublin Ireland,,
Johnson Controls,+353 21 423 5100,,www.tyco.com,ICT- ICT - Hardware,Global fire safety & security solutions,United States of America,1 Albert Quay    Cork Ireland,,
Adaptive Global,,,,,Adaptive product solutions enable companies to capture, analyse and manage their company data from source to target, to get a full understanding of how their data is stored, used and finally analysed and reported on within their organisation.,United States of America
Takeda Global Supply Chain,+353 1 609 6000,,www.shire.com,Bio Pharmaceuticals,Finished Pharmaceuticals,Jersey,Miesian Plaza, Blocks 2&3 50-58 Baggot Street Lower  Dublin Dublin Ireland,
Dubai Aerospace Enterprise,+353 1 6355000,+353 1 6655001,www.awas.com,,Aircraft Leasing,,4th Floor  Block B Riverside IV Sir John Rogerson's Quay  Dublin Dublin Ireland,,
ZIV Automation Ireland,+353 1 4153700,+353 1 6716343,www.cgglobal.com,Engineering,Automation systems for power utility companies,Spain,Burton Chambers, 19-22 Dame St.,  Dublin Dublin Ireland
Cerner Ireland Limited,+353 1 256 3100,,www.cerner.com,,Healthcare Information Techology Solutions,United States of America,Newenham House Northern Cross Business Park North Road  Dublin Ireland,,
Smartbox Group Limited,+353 1 5255110,,www.smartbox.com,,Gift and reward vouchers,France,1 Joyce's Walk Talbot Street  Dublin Dublin Ireland,,
Everest Reinsurance Company Ireland Limited,+353 (1) 4180303,,,,Provider of property and casualty reinsurance,Bermuda,3rd Floor, Huguenot House 35-38 St. Stephen's Green  Dublin Dublin Ireland,
Slr Consulting Ireland,,,www.slrconsulting.com,,International Environmental Consultancy,United Kingdom,7 Dundrum Business Park Windy Arbour  Dublin Dublin Ireland,,
Pinger Incorporated,,,www.pinger.com,,Mobile apps developer,United States of America,Glandore Business Centre Fitzwilliam Place  Dublin Dublin Ireland,,
Hudson Advisors Europe Limited,+353 1 6181800,,,,Asset Management,United States of America,Fitzwilliam Court Leeson Close  Dublin Dublin Ireland,,
International Lease Finance Corporation,+353 1 636 0650,,,,,United States of America,30 North Wall Quay   Dublin Dublin Ireland,,
Axway,,,,,,France,1st Floor, 8-34 Percy Place   Dublin Dublin Ireland,
X-Celeprint Limited,,,,,,Belgium,Tyndall National Institute Lee Maltings Dyke Parade  Cork Ireland,,
Snp,+353 1 232 5790,,www.snpnet.com,,EMEA HQ,United States of America,3a Granite Place Ballsbridge  Dublin Dublin Ireland,,
Oasis Group (Ireland) Limited,+353 1 495 9800,,www.oasiscrescent.ie,,,South Africa,4th Floor One Grand Parade  Dublin Dublin Ireland,,
Infosys BPO,,,,,,,3050 Lake Drive City West   Dublin Ireland,,
Amneal Ireland Limited,+353 (0)62 27005,,www.amneal.com,,,United States of America,Cahir Road   Cashel Tipperary South Ireland,,
Ironshore,+353 1 611 1824,,www.ironshore.com,,,Bermuda,Ironshore Europe DAC 2 Shelbourne Buildings, Shelbourne Road Ballsbridge Dublin Ireland,
Indeed Ireland Operations,+353 1 6401800,,,Business Services,Online job ad aggregation,Japan,124 - 127 St. Stephens Green   Dublin Dublin Ireland,,
BAE Systems Detica (Ireland),+353 1 873 9600,,www.baesystems.com,,Security Software. Now part of BAE.,,Level 5, Block 4 Town Centre, Sandyford Road
Nordex Energy Ireland Ltd,+353 1 897 0260,,www.nordex-online.com,Clean Tech,On shore wind turbines,Germany,Clonmel House Business Centre   Clonmel House Forster Way  Swords Dublin Ireland,,
Amanie Advisors (Ireland) Ltd,+353 87 6839509,,www.amanieadvisors.com,,Shari'ah advisory services adn transaction services,Malaysia,12 Marlborough Road   Dublin Dublin Ireland,,
Foamalite,+353 43 668 3525,,www.foamalite.ie,,PVC and PET sheeting products for the signage & display and construction industries,Switzerland,Loch Gowna   Cavan Cavan Ireland,,
Emaint EMEA Ltd (Fluke Corp),+353 1 5079741,,www.emaint.eu/,,Computerized Maintenance Management Software,United States of America,The Old Distillery Building, Beresford Street, Smithfield Dublin Dublin Ireland
Calypso Ireland,+353 1 539 8000,,www.calypso.com,,Integrated software system that financial services firms use to trade bonds, currencies, derivatives, stocks, and other financial instruments.
Stripe,,,,,Payments Company,United States of America,1 Grand Canal Street Lower   Dublin Dublin Ireland,,
DAQRI International Limited,,,www.daqri.com,,,United States of America,First Floor, Central Quay, Riverside IV
Arcroyal,+353 46 9280100,,,,Custom Procedure Trays,United States of America,Virginia Road   Kells Meath Ireland,,
Youniversal Media Dublin,,,www.youniversalmedia.com,,,Italy,Lis Cara Business Centre, 51/52 Fitzwilliam Square,  Dublin 2 Dublin Ireland
Pivotal Software International,,,www.pivotal.io/about,,,United States of America,Dogpatch Labs IFSC   Dublin Ireland,,
Quintillion Holding Co. Limited,,,,,,,24 - 26 City Quay   Dublin Dublin Ireland,,
PTC Therapeutics International Limited,,,www.ptcbio.com,,,United States of America,5th Floor, 3 Grand Canal Plaza, Upper Grand Canal Street   Dublin Dublin Ireland
ThinkSmart Ireland,,,www.thinksmart.com,,ThinkSmart’s Transaction Automation Platform provides a solution to the management, automation and control of business processes in seamless, intuitive, compliance based online environments.,United States of America
D&B Business Information Solutions,+353 1 256 6000,,,Business Services,Information Processing,United States of America,5th Floor  Chase Building Carmanhall Road Sandyford Dublin Dublin Ireland,,
Merck Shared Business Services Limited,+353 1 297 0000,,www.msd.ie,Bio Pharmaceuticals,,United States of America,Red Oak North South County Business Park  Dublin Dublin Ireland,,
Gilt Global Trading and Procurement Company,,,,Consumer Goods,Luxury online retailer,Canada,Hamilton House Technology Business Park  Castletroy Limerick Ireland,,
Dita Eyewear Europe Ltd.,+353 1 4658680,,www.dita.com,,EU HQ Operation,United States of America,Fumbally Court Fumbally Lane  Dublin Dublin Ireland,,
Innovative Interfaces Global,+353 1 672 2300,,www.iii.com,ICT,Library system software,United States of America,9th Floor  George's Quay Plaza George's Quay  Dublin Dublin Ireland,,
Huawei Technologies Ireland Co.Limited Cork,,,www.huawei.com,,Datacomms,China,The Capitol 14-23 Grand Parade  Cork Cork Ireland,,
Utexam Logistics Limited,+353 1 6125000,+353 1 6125100,,,,France,5 St George's Dock IFSC  Dublin Dublin Ireland,,
Pearl Street Enterprises,+353 1 6878100,,www.mmpliving.com,,Online selection of houseware, toys, gifts and pet supplies for sale,United States of America,3 Clanwilliam Terrace   Dublin Dublin Ireland
Apex Funds - Malahide,+353 1 8548101,,,Financial Services,alternative investments administration,Bermuda,Marine House Malahide Marina  Malahide Dublin Ireland,,
Phenox,,,,,neurovascular products,Germany,Kamrick Court Ballybrit Business Park  Galway Galway Ireland,,
Luz Ireland,,,www.luz.com,,Translation and Localisation for Life Sciences Companies,United States of America,TBC, Wilton Park House, Wilton Place  Dublin Dublin Ireland
Kellton Tech Ireland,041 980 2444,,http://themilldrogheda.ie/,,ISMAC and ERP,,The Mill Enterprise Centre Newtown Link Road Greenhills Drogheda Louth Ireland,,
Unwired Planet International Limited,,,www.unwiredplanet.com,,,United States of America,The Hyde Building Unit 32 The ParkCarrickmines Dublin Dublin Ireland,,
Twilio Ireland,,,www.twilio.com,,Allows developers to integrate phone calls and SMS messages into their applications using a simple and powerful web service API’,United States of America,WeWork Iveagh Court Harcourt RoadDublin 2 Dublin Dublin Ireland,,
Slack Technologies Limited,,,,,Corporate messaging tool which enhances internal corporate communications.,United States of America,1 Park Place Hatch Street Upper Saint Kevins  Dublin Ireland,,
Wave2Wave Ireland,+353 87 2610420,,www.wave-2-wave.com,,Robotic software to reduce the amount of cabling and manpower required to run a data centre,United States of America,DCU Innovation Campus Old Finglas Road  Dublin Dublin Ireland,,
VT iDirect Solutions Limited,+353 66 401 4701,,www.idirect.net,,,Singapore,The Reeks Building   Killarney Kerry Ireland,,
Glan Agua Ltd,+353 909 630301,,www.glanagua.ie,,project solutions for water and wastewater needs from design through to construction, commissioning operation and maintenance.,Portugal,Railway House Station Road  Loughrea Galway Ireland,
Omnipay Nenagh,,,,,,United States of America,Stereme Business Park   Nenagh Tipperary North Ireland,,
Simply Zesty,,,www.simplyzesty.com,,,United States of America,3A The Locks, Charlotte Quay Dock Ringsend,    Dublin Ireland
Tripadvisor Ireland,,,www.tripadvisor.com,,Travel review site.,United States of America,Suite A Bloodstone Building Sir John Rogersons Quay  Dublin Dublin Ireland,,
Future Finance Corporation,,,,,Pan European Student Lending Platform,United States of America,Suite 101/102 Sobo Works Windmill Lane  Dublin 2 Dublin Ireland,,
Optel Group (Ireland),+353 61 480965,,www.optelvision.com,,Inspection Vision systems and Track and Trace Software for pharm packaging,Canada,101 Pearse Road Raheen Business & Technology Park  Limerick Limerick Ireland,,
Greenval Insurance DAC,,,,,Fleet motor insurance,,Trinity Point 10-11 Leinster Street  Dublin 2 Dublin Ireland,,
ENEL X Enernoc Ireland,01 442 8801,,www.enernoc.ie,,Energy management applications, services & products,Italy,2 Lower Erne Street   Dublin Dublin Ireland,
Koooma Limited,,,www.zerogrey.com,,,Italy,25 Eden Quay, Ushers   Dublin Dublin Ireland,
Meco Limited,+353 61 512131,,www.meco.com,,,United States of America,Roselawn House University Business Complex National Technology Park  Limerick Ireland,,
Sage Hibernia Services Limited,,,www.sage.com,,Inside Sales CRM products,United Kingdom,1 Central Park Sandyford  Dublin Dublin Ireland,,
Brown Bag Films,+353 1 872 1608,,,,,Canada,Block F 1st Floor Smithfield MarketSmithfield Dublin 7 Dublin Ireland,,
Openjaw Technologies,+353 1 5257100,,www.openjawtech.com,,,China,Grattan Bridge House 1 Ormond Quay   Dublin Ireland,,
Zalando Se | Ireland,,,www.zalando.de,,Paltform Development - Insight Analytics,Germany,3 Grand Canal Quay, Dublin   Dublin Dublin Ireland,
Endress+Hauser (Ireland) Ltd,+353 45 989200,+353 45 868182,www.ie.endress.com,,,Switzerland,Exchequer HouseEmbassy Office Park   Kill Kildare Ireland,,
Tech Mahindra Dublin,,,,,,,Citywest Business Campus 20 River Walk National Digital Park Dublin 24 Dublin Ireland,,
Powervation Limited,+353 21 2425501,,www.powervation.com,,,,11 Nessan House Bessboro Road Blackrock Cork Cork Ireland,,
Tc Aviation Capital Ireland Limited,81352095044,81352960234,www.ctl.co.jp,,,Japan,77 Sir John Rogerson's Quay   Dublin Dublin Ireland,,
Zimmer Orthopaedic Manufacturing Limited,,,www.zimmer.com,,Orthopaedic Implants,United States of America,   Oranmore Galway Ireland,,
CRI Wexford,+1 612 845 9757,,,,Manafacturing of Medical baloon tubing for angioplasty procedures,United States of America,Wexford Enterprise Centre Strandfield Business Park KerlogueRosslare Road Wexford Wexford Ireland,,
Creagh Medical Ltd,353909646300,,www.creaghmedical.com,,Catheters & PTA Balloons,United States of America,IDA Business Park Creagh  Ballinasloe Galway Ireland,,
Widepoint,+353 1 241 6600,+353 1 295 6290,,,Mobile Telecoms management, Mobile Cybersceurity,United States of America,South County Business Park Leopardstown Road  Dublin Dublin Ireland,
Ciphertechs Ireland,,,www.ciphertechs.com/,,Network IT Security,United States of America,Hebron House 2nd Floor MacDonagh Junction Kilkenny Kilkenny Ireland,,
Fidelity International Limited,,,,,,Bermuda,George's Quay House 43 Townsend Street  Dublin Dublin Ireland,,
Spectrum Plastics Group,+353 579315020,,www.spectrumplastics.com,,Extruder of medical tubing,United States of America,IDA Business & Technology Park Sragh  Tullamore Offaly Ireland,,
Unicom Engineering,+353 91 426701,,www.unicomengineering.com/,,Scaleable internet thin high reliability servers - Integration & Support Operations Centre,United States of America,Parkmore Business Park Parkmore  Galway Galway Ireland,,
Enproco Limited,+353 56 7770877,,www.envelopesupply.co.uk,,,United Kingdom,Purcellsinch Industrial Estate Dublin Road  Kilkenny Kilkenny Ireland,,
Ss&C Technologies,+353 1 2984500,,www.ssctech.com,,Hedge Fund Admin & Mgt Software,United States of America,7 Richview Office Park Clonskeagh  Dublin Dublin Ireland,,
Brandes Investment Partners Europe Limited,+353 1 618 2700,,www.brandes.com,,Investment Management,Canada,36 Lower Baggot Street   Dublin Dublin Ireland,,
Free Now,,,https://free-now.com/ie/,,Business Services,Germany,12 Mount St Upper   Dublin Dublin Ireland,,
Memjet,+353 1 678 0420,,www.memjet.com,ICT,Printing Technology,United States of America,61/62 Fitzwilliam Lane   Dublin Dublin Ireland,,
General Motors (Ireland),,,www.gm.com/,,Shared Services Centre,United States of America,C/o Limerick County Hall Dooradoyle  Limerick Limerick Ireland,,
Egenera,+353 1 4853473,,,,,United States of America,3015 Lake Drive Citywest Business Campus  Dublin Dublin Ireland,,
Telnyx Ireland,,,www.telnyx.com,,Cloud-based platform that offers access to carrier grade voice services over the internet,United States of America,Frontline Ventures (Sublease space) 26-28 Lombard St E Dublin 2Ireland  Dublin Ireland,,
Adara,353-1-254-3419,,www.adaraglobal.com,,Proprietary audience platform that enables top brands to monetize and nurture their loyalty program customers online and helps advertisers reach exclusive, qualified audiences,United States of America,Fumbally Square Fumbally Lane  Dublin Dublin Ireland,
Synchronoss Software Ireland Limited,+353 1 6350700,,www.synchronoss.com,,,United States of America,The Academy 42 Pearse Street  Dublin Dublin Ireland,,
Tel Magnetic Solutions,+353 1 854 7900,,www.magnetic-solutions.com/,,semiconductor production equipment,Japan,Unit J Furry Park Industrial Estate  Dublin Dublin Ireland,,
Lazard Asset Mangament,+353 1 4283492,,,,,United States of America,92-93 St. Stephens Green   Dublin Dublin Ireland,,
Hach Ireland,,,,,measurement instruments for environmental monitoring, process control and waste minimization.,United States of America,Raffeen House   Ringaskiddy Cork Ireland,
SAS Institute EMEA,,,,,,United States of America,La Touche House IFSC  Dublin Dublin Ireland,,
MG Green Resources,,,,,,China,Unit D4, Riverview Business Park, New Nangor Road  Dublin Dublin Ireland
PicMonkey Ireland Limited,,,,,,United States of America,Digital Hub Thomas Street  Dublin 8 Dublin Ireland,,
Yapstone Europe,+353 41 9893140,,www.yapstone.com,,Multilingual Customer Support ,United States of America,Mellview House M1 Retail Park  Drogheda Louth Ireland,,
Airbnb,,,www.airbnb.com,Consumer Goods,,,,,
